"","year","state","county","commodity","damagecause","loss","count","acres","lossperacre","lossperclaim","acresperclaim"
"41480",2014,"ID","Lewis","WHEAT","Cold Wet Weather",62031,3,771.398,80.4137423223809,20677,257.132666666667
"41481",2015,"ID","Lewis","WHEAT","Cold Wet Weather",14143,1,570.78,24.7783734538701,14143,570.78
"41520",2011,"ID","Lincoln","WHEAT","Cold Wet Weather",1555,1,98.9,15.7229524772497,1555,98.9
"41544",2001,"WA","Lincoln","WHEAT","Cold Wet Weather",1469,1,143.7,10.2226861517049,1469,143.7
"41545",2006,"WA","Lincoln","WHEAT","Cold Wet Weather",11241.01,5,648.5172,17.3334030307909,2248.202,129.70344
"41546",2008,"WA","Lincoln","WHEAT","Cold Wet Weather",167372.5,3,2042.81,81.9324851552518,55790.8333333333,680.936666666667
"41547",2009,"WA","Lincoln","WHEAT","Cold Wet Weather",38081.49,4,250.3066,152.139376268944,9520.3725,62.57665
"41548",2010,"WA","Lincoln","WHEAT","Cold Wet Weather",35458.26,6,802.9887,44.1578567668511,5909.71,133.83145
"41549",2011,"WA","Lincoln","WHEAT","Cold Wet Weather",348446.5,9,5192.8415,67.1013163024521,38716.2777777778,576.982388888889
"41550",2012,"WA","Lincoln","WHEAT","Cold Wet Weather",78927.1,5,1425.265,55.377140391436,15785.42,285.053
"41551",2013,"WA","Lincoln","WHEAT","Cold Wet Weather",11155,3,332,33.5993975903614,3718.33333333333,110.666666666667
"41552",2014,"WA","Lincoln","WHEAT","Cold Wet Weather",21784.96,3,613.364,35.517180662706,7261.65333333333,204.454666666667
"41565",2010,"OR","Linn","WHEAT","Cold Wet Weather",11848.8,1,71.46,165.810243492863,11848.8,71.46
"41566",2011,"OR","Linn","WHEAT","Cold Wet Weather",13154,2,334.4,39.3361244019139,6577,167.2
"41567",2013,"OR","Linn","WHEAT","Cold Wet Weather",1462,1,43.5,33.6091954022989,1462,43.5
"41568",2014,"OR","Linn","WHEAT","Cold Wet Weather",18641,1,70,266.3,18641,70
"41710",2001,"ID","Madison","WHEAT","Cold Wet Weather",19442,1,117,166.17094017094,19442,117
"41711",2008,"ID","Madison","WHEAT","Cold Wet Weather",544,1,21.7,25.0691244239631,544,21.7
"41712",2009,"ID","Madison","WHEAT","Cold Wet Weather",10971,2,309.5,35.4474959612278,5485.5,154.75
"41713",2011,"ID","Madison","WHEAT","Cold Wet Weather",79002.54,4,871.176,90.6849362241384,19750.635,217.794
"41755",2010,"OR","Malheur","WHEAT","Cold Wet Weather",18623.8,3,315.62,59.0070337747925,6207.93333333333,105.206666666667
"41756",2011,"OR","Malheur","WHEAT","Cold Wet Weather",53090.4,3,474.76,111.825764596849,17696.8,158.253333333333
"41757",2012,"OR","Malheur","WHEAT","Cold Wet Weather",2818,1,87.5,32.2057142857143,2818,87.5
"41825",2005,"OR","Marion","WHEAT","Cold Wet Weather",273,1,60,4.55,273,60
"41826",2011,"OR","Marion","WHEAT","Cold Wet Weather",81363.55,6,371.16,219.214220282358,13560.5916666667,61.86
"41827",2012,"OR","Marion","WHEAT","Cold Wet Weather",1040.82,1,4.686,222.112676056338,1040.82,4.686
"42064",2001,"ID","Minidoka","WHEAT","Cold Wet Weather",11844,1,91,130.153846153846,11844,91
"42065",2007,"ID","Minidoka","WHEAT","Cold Wet Weather",437,2,28,15.6071428571429,218.5,14
"42066",2009,"ID","Minidoka","WHEAT","Cold Wet Weather",23479,1,75.6,310.568783068783,23479,75.6
"42067",2011,"ID","Minidoka","WHEAT","Cold Wet Weather",74855.25,5,645.665,115.935121154159,14971.05,129.133
"42068",2015,"ID","Minidoka","WHEAT","Cold Wet Weather",7919,1,75,105.586666666667,7919,75
"42262",2001,"OR","Morrow","WHEAT","Cold Wet Weather",3106.6,1,61.593,50.4375497215593,3106.6,61.593
"42263",2004,"OR","Morrow","WHEAT","Cold Wet Weather",16511,1,1074.9,15.3604986510373,16511,1074.9
"42264",2006,"OR","Morrow","WHEAT","Cold Wet Weather",115804.49,4,4911.8944,23.5763395076246,28951.1225,1227.9736
"42265",2008,"OR","Morrow","WHEAT","Cold Wet Weather",19734.6,1,65.16,302.863720073665,19734.6,65.16
"42266",2009,"OR","Morrow","WHEAT","Cold Wet Weather",151998.22,2,1204.611,126.18033539458,75999.11,602.3055
"42267",2010,"OR","Morrow","WHEAT","Cold Wet Weather",12085.5,3,1398.912,8.63921390337634,4028.5,466.304
"42268",2011,"OR","Morrow","WHEAT","Cold Wet Weather",47401.5,3,125.9,376.501191421763,15800.5,41.9666666666667
"42365",2001,"ID","Nez Perce","WHEAT","Cold Wet Weather",4408,1,524.69,8.40115115592064,4408,524.69
"42366",2008,"ID","Nez Perce","WHEAT","Cold Wet Weather",32920.8,3,320.034,102.866570426892,10973.6,106.678
"42367",2009,"ID","Nez Perce","WHEAT","Cold Wet Weather",161096.4,4,589.415,273.315745272855,40274.1,147.35375
"42368",2010,"ID","Nez Perce","WHEAT","Cold Wet Weather",465227.62,10,6215.937,74.8443267684341,46522.762,621.5937
"42369",2011,"ID","Nez Perce","WHEAT","Cold Wet Weather",95333.4,4,1247.558,76.4160063099271,23833.35,311.8895
"42370",2012,"ID","Nez Perce","WHEAT","Cold Wet Weather",76628.58,7,1008.805,75.9597543628352,10946.94,144.115
"42371",2014,"ID","Nez Perce","WHEAT","Cold Wet Weather",51951.5,2,477.565,108.784144566708,25975.75,238.7825
"42372",2015,"ID","Nez Perce","WHEAT","Cold Wet Weather",1538,1,62,24.8064516129032,1538,62
"42457",2006,"WA","Okanogan","WHEAT","Cold Wet Weather",15784,3,595.64,26.4992277214425,5261.33333333333,198.546666666667
"42458",2011,"WA","Okanogan","WHEAT","Cold Wet Weather",169878.6,2,2651.02,64.0804671409495,84939.3,1325.51
"42459",2012,"WA","Okanogan","WHEAT","Cold Wet Weather",24470.4,1,68.46,357.440841367222,24470.4,68.46
"42468",2001,"ID","Oneida","WHEAT","Cold Wet Weather",2520,2,300,8.4,1260,150
"42469",2005,"ID","Oneida","WHEAT","Cold Wet Weather",158,1,11.2,14.1071428571429,158,11.2
"42470",2006,"ID","Oneida","WHEAT","Cold Wet Weather",15102,3,420.84,35.885372112917,5034,140.28
"42471",2009,"ID","Oneida","WHEAT","Cold Wet Weather",191927,4,1056.99,181.578822883849,47981.75,264.2475
"42472",2010,"ID","Oneida","WHEAT","Cold Wet Weather",160771,9,3763.938,42.7135090960584,17863.4444444444,418.215333333333
"42473",2011,"ID","Oneida","WHEAT","Cold Wet Weather",507693.65,16,4726.235,107.42031447865,31730.853125,295.3896875
"42474",2012,"ID","Oneida","WHEAT","Cold Wet Weather",1520,1,47.2,32.2033898305085,1520,47.2
"42475",2013,"ID","Oneida","WHEAT","Cold Wet Weather",20047,2,174.11,115.139854115215,10023.5,87.055
"42476",2014,"ID","Oneida","WHEAT","Cold Wet Weather",128.4,1,45.42,2.82694848084544,128.4,45.42
"42555",2006,"ID","Owyhee","WHEAT","Cold Wet Weather",4090.8,1,68.16,60.0176056338028,4090.8,68.16
"42556",2008,"ID","Owyhee","WHEAT","Cold Wet Weather",30482,1,148,205.959459459459,30482,148
"42557",2011,"ID","Owyhee","WHEAT","Cold Wet Weather",367831.4,4,1172.97,313.589776379618,91957.85,293.2425
"42558",2012,"ID","Owyhee","WHEAT","Cold Wet Weather",4289,1,34.5,124.31884057971,4289,34.5
"42559",2013,"ID","Owyhee","WHEAT","Cold Wet Weather",7641,1,180.7,42.2855561704483,7641,180.7
"42816",2011,"OR","Polk","WHEAT","Cold Wet Weather",5673,3,151.64,37.410973357953,1891,50.5466666666667
"42817",2012,"OR","Polk","WHEAT","Cold Wet Weather",4636,2,76.1,60.9198423127464,2318,38.05
"42877",2001,"ID","Power","WHEAT","Cold Wet Weather",2619,1,256,10.23046875,2619,256
"42878",2004,"ID","Power","WHEAT","Cold Wet Weather",413175,2,2415.2,171.072789002981,206587.5,1207.6
"42879",2005,"ID","Power","WHEAT","Cold Wet Weather",24318.7,1,95.97,253.398978847557,24318.7,95.97
"42880",2006,"ID","Power","WHEAT","Cold Wet Weather",23234.2,3,431.135,53.8907766708804,7744.73333333333,143.711666666667
"42881",2007,"ID","Power","WHEAT","Cold Wet Weather",32847,1,232.1,141.520896165446,32847,232.1
"42882",2008,"ID","Power","WHEAT","Cold Wet Weather",74013,5,322.6,229.426534407936,14802.6,64.52
"42883",2009,"ID","Power","WHEAT","Cold Wet Weather",112364.7,3,1749.49,64.2271176171341,37454.9,583.163333333333
"42884",2010,"ID","Power","WHEAT","Cold Wet Weather",234579.2,5,1605.932,146.070443829502,46915.84,321.1864
"42885",2011,"ID","Power","WHEAT","Cold Wet Weather",1951323.35,17,20091.36,97.122511865797,114783.726470588,1181.84470588235
"42886",2012,"ID","Power","WHEAT","Cold Wet Weather",107847.6,3,1154.68,93.4004226279142,35949.2,384.893333333333
"42887",2013,"ID","Power","WHEAT","Cold Wet Weather",96293.5,4,1032.8,93.2353795507359,24073.375,258.2
"42888",2014,"ID","Power","WHEAT","Cold Wet Weather",65014,1,406.4,159.975393700787,65014,406.4
"42889",2015,"ID","Power","WHEAT","Cold Wet Weather",12943.5,3,454.79,28.4603883110886,4314.5,151.596666666667
"43510",2004,"OR","Sherman","WHEAT","Cold Wet Weather",16396,4,579.44,28.2962860693083,4099,144.86
"43511",2006,"OR","Sherman","WHEAT","Cold Wet Weather",318770.77,10,11603.8661,27.4710831073792,31877.077,1160.38661
"43512",2009,"OR","Sherman","WHEAT","Cold Wet Weather",125895.1,4,808.711,155.673782105103,31473.775,202.17775
"43513",2010,"OR","Sherman","WHEAT","Cold Wet Weather",80229.51,8,2816.1101,28.4894791577929,10028.68875,352.0137625
"43514",2011,"OR","Sherman","WHEAT","Cold Wet Weather",41861.6,6,1339.062,31.2618833183228,6976.93333333333,223.177
"43515",2012,"OR","Sherman","WHEAT","Cold Wet Weather",41976.3,5,1027.155,40.8665683368138,8395.26,205.431
"43550",2005,"WA","Skagit","WHEAT","Cold Wet Weather",22306,3,208,107.240384615385,7435.33333333333,69.3333333333333
"43551",2008,"WA","Skagit","WHEAT","Cold Wet Weather",141772,4,587.77,241.203191724654,35443,146.9425
"43552",2009,"WA","Skagit","WHEAT","Cold Wet Weather",71148,1,281,253.195729537367,71148,281
"43553",2010,"WA","Skagit","WHEAT","Cold Wet Weather",6873,3,137,50.1678832116788,2291,45.6666666666667
"43554",2011,"WA","Skagit","WHEAT","Cold Wet Weather",46729,4,509.4,91.7334118570868,11682.25,127.35
"43555",2012,"WA","Skagit","WHEAT","Cold Wet Weather",115787,2,410.5,282.063337393423,57893.5,205.25
"43586",2005,"WA","Spokane","WHEAT","Cold Wet Weather",720.9,1,25.56,28.2042253521127,720.9,25.56
"43587",2008,"WA","Spokane","WHEAT","Cold Wet Weather",379913.9,8,4092.912,92.8223963769561,47489.2375,511.614
"43588",2009,"WA","Spokane","WHEAT","Cold Wet Weather",271640.65,6,1175.4995,231.085296080517,45273.4416666667,195.916583333333
"43589",2010,"WA","Spokane","WHEAT","Cold Wet Weather",49567.7,6,1407.004,35.2292530795932,8261.28333333333,234.500666666667
"43590",2011,"WA","Spokane","WHEAT","Cold Wet Weather",915081.1,10,14107.835,64.8633259461852,91508.11,1410.7835
"43591",2012,"WA","Spokane","WHEAT","Cold Wet Weather",136561.5,4,2698.66,50.6034476369754,34140.375,674.665
"43592",2013,"WA","Spokane","WHEAT","Cold Wet Weather",14325,2,91.9,155.875952121872,7162.5,45.95
"43593",2015,"WA","Spokane","WHEAT","Cold Wet Weather",9581,1,387.48,24.7264374935481,9581,387.48
"43859",2001,"ID","Teton","WHEAT","Cold Wet Weather",2692.8,1,67.2,40.0714285714286,2692.8,67.2
"43860",2009,"ID","Teton","WHEAT","Cold Wet Weather",34445,2,175.7,196.044393853159,17222.5,87.85
"43861",2010,"ID","Teton","WHEAT","Cold Wet Weather",37025.7,2,192.8,192.042012448133,18512.85,96.4
"43862",2011,"ID","Teton","WHEAT","Cold Wet Weather",62742,2,475.98,131.816462876591,31371,237.99
"43863",2014,"ID","Teton","WHEAT","Cold Wet Weather",2614,2,72.7,35.9559834938102,1307,36.35
"44007",2002,"ID","Twin Falls","WHEAT","Cold Wet Weather",18456,4,258.6,71.368909512761,4614,64.65
"44008",2004,"ID","Twin Falls","WHEAT","Cold Wet Weather",374342.46,10,2330.336,160.638834914793,37434.246,233.0336
"44009",2005,"ID","Twin Falls","WHEAT","Cold Wet Weather",2050.5,1,12.575,163.061630218688,2050.5,12.575
"44010",2008,"ID","Twin Falls","WHEAT","Cold Wet Weather",183077,7,1073.5,170.542151839776,26153.8571428571,153.357142857143
"44011",2009,"ID","Twin Falls","WHEAT","Cold Wet Weather",5189.6,3,77.5,66.9625806451613,1729.86666666667,25.8333333333333
"44012",2010,"ID","Twin Falls","WHEAT","Cold Wet Weather",25195,3,137.7,182.970225127088,8398.33333333333,45.9
"44013",2011,"ID","Twin Falls","WHEAT","Cold Wet Weather",38583.55,4,440.345,87.6211833902963,9645.8875,110.08625
"44014",2013,"ID","Twin Falls","WHEAT","Cold Wet Weather",9062.8,2,121.4,74.6523887973641,4531.4,60.7
"44015",2014,"ID","Twin Falls","WHEAT","Cold Wet Weather",2976.99,2,22.483,132.41071031446,1488.495,11.2415
"44020",2001,"OR","Umatilla","WHEAT","Cold Wet Weather",91603,3,937.97,97.6609059991258,30534.3333333333,312.656666666667
"44021",2004,"OR","Umatilla","WHEAT","Cold Wet Weather",64685.6,9,2687.91,24.0653890941289,7187.28888888889,298.656666666667
"44022",2006,"OR","Umatilla","WHEAT","Cold Wet Weather",626717.88,4,8162.6656,76.7785807616571,156679.47,2040.6664
"44023",2008,"OR","Umatilla","WHEAT","Cold Wet Weather",76750.8,3,494.13,155.325116872078,25583.6,164.71
"44024",2009,"OR","Umatilla","WHEAT","Cold Wet Weather",492821,3,2234.09,220.591381725893,164273.666666667,744.696666666667
"44025",2010,"OR","Umatilla","WHEAT","Cold Wet Weather",175144.3,6,4312.05,40.61740935286,29190.7166666667,718.675
"44026",2011,"OR","Umatilla","WHEAT","Cold Wet Weather",363643.66,13,4016.892,90.5286126687001,27972.5892307692,308.991692307692
"44027",2012,"OR","Umatilla","WHEAT","Cold Wet Weather",87743,1,709.2,123.721094190637,87743,709.2
"44028",2013,"OR","Umatilla","WHEAT","Cold Wet Weather",10640,1,62.6,169.968051118211,10640,62.6
"44054",2001,"OR","Union","WHEAT","Cold Wet Weather",421,1,12.2,34.5081967213115,421,12.2
"44055",2005,"OR","Union","WHEAT","Cold Wet Weather",840,1,22.416,37.4732334047109,840,22.416
"44056",2006,"OR","Union","WHEAT","Cold Wet Weather",8627,1,42,205.404761904762,8627,42
"44057",2009,"OR","Union","WHEAT","Cold Wet Weather",13642.8,1,73.236,186.285433393413,13642.8,73.236
"44058",2010,"OR","Union","WHEAT","Cold Wet Weather",2875,2,113.33,25.3683931880349,1437.5,56.665
"44059",2011,"OR","Union","WHEAT","Cold Wet Weather",110996.2,6,656.34,169.113873906817,18499.3666666667,109.39
"44134",2003,"WA","Walla Walla","WHEAT","Cold Wet Weather",5762.4,1,33,174.618181818182,5762.4,33
"44135",2004,"WA","Walla Walla","WHEAT","Cold Wet Weather",216536,2,3230.57,67.0271809618736,108268,1615.285
"44136",2006,"WA","Walla Walla","WHEAT","Cold Wet Weather",143355.77,3,2556.5239,56.0744884880599,47785.2566666667,852.174633333333
"44137",2007,"WA","Walla Walla","WHEAT","Cold Wet Weather",23108,2,1200.88,19.2425554593298,11554,600.44
"44138",2008,"WA","Walla Walla","WHEAT","Cold Wet Weather",47641,4,762.41,62.4873755590824,11910.25,190.6025
"44139",2009,"WA","Walla Walla","WHEAT","Cold Wet Weather",174453.2,5,775.34,225.002192586478,34890.64,155.068
"44140",2010,"WA","Walla Walla","WHEAT","Cold Wet Weather",194616.2,7,3844.651,50.6199912553831,27802.3142857143,549.235857142857
"44141",2011,"WA","Walla Walla","WHEAT","Cold Wet Weather",351236.3,7,3393.441,103.504466410349,50176.6142857143,484.777285714286
"44142",2012,"WA","Walla Walla","WHEAT","Cold Wet Weather",284823,6,1885.685,151.044845772226,47470.5,314.280833333333
"44143",2013,"WA","Walla Walla","WHEAT","Cold Wet Weather",4084,1,26.584,153.626241348179,4084,26.584
"44147",2005,"OR","Wallowa","WHEAT","Cold Wet Weather",513,1,32,16.03125,513,32
"44148",2006,"OR","Wallowa","WHEAT","Cold Wet Weather",710,1,43,16.5116279069767,710,43
"44149",2008,"OR","Wallowa","WHEAT","Cold Wet Weather",108103,2,599,180.47245409015,54051.5,299.5
"44150",2010,"OR","Wallowa","WHEAT","Cold Wet Weather",62086,3,649.8,95.5463219452139,20695.3333333333,216.6
"44151",2011,"OR","Wallowa","WHEAT","Cold Wet Weather",289412,4,1977.86,146.325826903825,72353,494.465
"44152",2012,"OR","Wallowa","WHEAT","Cold Wet Weather",9633,1,72,133.791666666667,9633,72
"44153",2013,"OR","Wallowa","WHEAT","Cold Wet Weather",155851,4,1192.1,130.736515393004,38962.75,298.025
"44225",2004,"OR","Wasco","WHEAT","Cold Wet Weather",129255.18,2,1374.638,94.0285224182657,64627.59,687.319
"44226",2006,"OR","Wasco","WHEAT","Cold Wet Weather",402101.75,8,12326.741,32.6202805753767,50262.71875,1540.842625
"44227",2007,"OR","Wasco","WHEAT","Cold Wet Weather",13751.4,4,177.56,77.4464969587745,3437.85,44.39
"44228",2008,"OR","Wasco","WHEAT","Cold Wet Weather",8016.9,1,318.943,25.1358393192514,8016.9,318.943
"44229",2010,"OR","Wasco","WHEAT","Cold Wet Weather",172749.65,6,3674.36,47.0148951109853,28791.6083333333,612.393333333333
"44230",2011,"OR","Wasco","WHEAT","Cold Wet Weather",550000,8,4478.822,122.80014700294,68750,559.85275
"44231",2012,"OR","Wasco","WHEAT","Cold Wet Weather",360908.95,10,3018.676,119.558690631257,36090.895,301.8676
"44232",2013,"OR","Wasco","WHEAT","Cold Wet Weather",2181,1,64.9,33.6055469953775,2181,64.9
"44280",2011,"OR","Washington","WHEAT","Cold Wet Weather",10914.5,2,203.85,53.541819965661,5457.25,101.925
"44452",2006,"WA","Whitman","WHEAT","Cold Wet Weather",651,1,119,5.47058823529412,651,119
"44453",2008,"WA","Whitman","WHEAT","Cold Wet Weather",23377.4,4,526.224,44.4248076864605,5844.35,131.556
"44454",2009,"WA","Whitman","WHEAT","Cold Wet Weather",249412.35,7,1227.4,203.203804790614,35630.3357142857,175.342857142857
"44455",2010,"WA","Whitman","WHEAT","Cold Wet Weather",1502122.59,13,26724.1013,56.2085352520348,115547.891538462,2055.7001
"44456",2011,"WA","Whitman","WHEAT","Cold Wet Weather",669698.15,10,9240.1435,72.477029171679,66969.815,924.01435
"44457",2012,"WA","Whitman","WHEAT","Cold Wet Weather",131954.92,9,3382.774,39.0079029813993,14661.6577777778,375.863777777778
"44458",2013,"WA","Whitman","WHEAT","Cold Wet Weather",7120,1,432.15,16.4757607312276,7120,432.15
"44459",2014,"WA","Whitman","WHEAT","Cold Wet Weather",119294.5,4,2061.582,57.8655129895391,29823.625,515.3955
"44460",2015,"WA","Whitman","WHEAT","Cold Wet Weather",40878.2,4,1227.1,33.3128514383506,10219.55,306.775
"44611",2001,"WA","Yakima","WHEAT","Cold Wet Weather",1522,1,148.5,10.2491582491582,1522,148.5
"44612",2004,"WA","Yakima","WHEAT","Cold Wet Weather",5201,1,338.61,15.3598535187974,5201,338.61
"44613",2006,"WA","Yakima","WHEAT","Cold Wet Weather",2322.8,2,124.66,18.6330819829937,1161.4,62.33
"44614",2007,"WA","Yakima","WHEAT","Cold Wet Weather",27862,1,104.84,265.75734452499,27862,104.84
"44615",2009,"WA","Yakima","WHEAT","Cold Wet Weather",341961,1,815,419.584049079755,341961,815
"44616",2011,"WA","Yakima","WHEAT","Cold Wet Weather",42880.2,4,787.5,54.4510476190476,10720.05,196.875
"44617",2013,"WA","Yakima","WHEAT","Cold Wet Weather",1003.6,1,6.992,143.535469107551,1003.6,6.992
"44619",2011,"OR","Yamhill","WHEAT","Cold Wet Weather",2721,1,202.77,13.4191448439118,2721,202.77
"44620",2013,"OR","Yamhill","WHEAT","Cold Wet Weather",3500.31,1,14.454,242.168949771689,3500.31,14.454
"44695",2002,"WA","Grant","ALFALFA SEED","Cold Wet Weather",8236.8,1,23.82,345.793450881612,8236.8,23.82
"44696",2013,"WA","Grant","ALFALFA SEED","Cold Wet Weather",3974,1,117.1,33.9368061485909,3974,117.1
"44697",2004,"OR","Malheur","ALFALFA SEED","Cold Wet Weather",15491,1,153,101.248366013072,15491,153
"44698",2009,"OR","Malheur","ALFALFA SEED","Cold Wet Weather",864.6,1,29.04,29.7727272727273,864.6,29.04
"44707",2007,"WA","Benton","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",22521,1,0,0,22521,0
"44708",2010,"WA","Benton","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",8797.4,2,0,0,4398.7,0
"44709",2011,"WA","Benton","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",241.5,1,0,0,241.5,0
"44711",2010,"WA","Chelan","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",70815.01,3,0,0,23605.0033333333,0
"44712",2012,"WA","Chelan","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",2120,1,0,0,2120,0
"44713",2014,"WA","Chelan","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",12335.25,1,0,0,12335.25,0
"44719",2009,"WA","Douglas","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",223043,1,0,0,223043,0
"44720",2010,"WA","Douglas","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",32961.37,3,0,0,10987.1233333333,0
"44721",2011,"WA","Douglas","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",17468,1,0,0,17468,0
"44722",2014,"WA","Douglas","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",10146.95,1,0,0,10146.95,0
"44723",2007,"WA","Franklin","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",14867,1,0,0,14867,0
"44724",2009,"WA","Grant","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",63934.2,1,0,0,63934.2,0
"44725",2010,"WA","Grant","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",243471,3,0,0,81157,0
"44726",2011,"WA","Grant","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",96525,1,0,0,96525,0
"44727",2011,"OR","Klamath","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",6348.4,1,0,0,6348.4,0
"44728",2010,"OR","Linn","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",28094.8,1,0,0,28094.8,0
"44729",2009,"OR","Marion","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",6486,1,0,0,6486,0
"44730",2010,"OR","Marion","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",6898,1,0,0,6898,0
"44731",2011,"OR","Marion","ADJUSTED GROSS REVENUE-LITE","Cold Wet Weather",98398,1,0,0,98398,0
